fromTid,toTid
tt0101669,tt0053125
tt0101669,tt0387131
tt0101669,tt0107798
tt0101669,tt0443543
tt0101669,tt0073580
tt0101669,tt0099653
tt0101669,tt0230600
tt0101669,tt0073802
tt0101669,tt0218922
tt0206634,tt0289879
tt0206634,tt0356618
tt0206634,tt0086837
tt0206634,tt0480669
tt0206634,tt0070723
tt0206634,tt0286106
tt0206634,tt0362478
tt0206634,tt0411008
tt0206634,tt0443701
tt0206634,tt0066434
tt0206634,tt0118884
tt0206634,tt0448011
tt0324554,tt0123034
tt0324554,tt0167404
tt0324554,tt1401152
tt0324554,tt0449487
tt0324554,tt0387131
tt0324554,tt0443543
tt0324554,tt0824747
tt0324554,tt0337876
tt0324554,tt0361862
tt0324554,tt0073802
tt0324554,tt0250468
tt0324554,tt0218922
tt0125659,tt0118884
tt0125659,tt0289879
tt0125659,tt0480669
tt0125659,tt0443543
tt0125659,tt0259711
tt0125659,tt0307479
tt0125659,tt0119177
tt0125659,tt0345061
tt0125659,tt0058898
tt0125659,tt0066434
tt0125659,tt0087803
tt0125659,tt0387131
tt1139797,tt0481797
tt1139797,tt0397101
tt1139797,tt0119643
tt1139797,tt0387131
tt1139797,tt0443543
tt1139797,tt0482571
tt1139797,tt0421715
tt1139797,tt0259288
tt1139797,tt0073802
tt1139797,tt0099653
tt1139797,tt0217869
tt1139797,tt0275491
tt0029811,tt0091474
tt0029811,tt0130827
tt0029811,tt0065112
tt0029811,tt0120735
tt0029811,tt0102926
tt0029811,tt0068611
tt0029811,tt0212985
tt0029811,tt0280665
tt0029811,tt0022100
tt0029811,tt0019702
tt0029811,tt0289765
tt0029811,tt0039694
tt0289765,tt0110912
tt0289765,tt0367959
tt0289765,tt0120735
tt0289765,tt0102926
tt0289765,tt0208092
tt0289765,tt0120787
tt0289765,tt0310910
tt0289765,tt0212985
tt0289765,tt0349903
tt0289765,tt0425210
tt0289765,tt0496806
tt0289765,tt0117438
tt0042804,tt0058249
tt0042804,tt0053976
tt0042804,tt0317248
tt0042804,tt0154420
tt0042804,tt0040522
tt0042804,tt0053198
tt0042804,tt0072890
tt0042804,tt0003037
tt0042804,tt0087843
tt0042804,tt0060138
tt0042804,tt0002844
tt0042804,tt0113247
tt0018742,tt0021749
tt0018742,tt0019258
tt0018742,tt0053604
tt0018742,tt0018051
tt0018742,tt0029322
tt0018742,tt0019421
tt0018742,tt0021633
tt0018742,tt0012349
tt0018742,tt0032599
tt0018742,tt0091167
tt0018742,tt0018773
tt0018742,tt0079522
tt0065112,tt0110912
tt0065112,tt0130827
tt0065112,tt0289765
tt0065112,tt0120735
tt0065112,tt0029811
tt0065112,tt0102926
tt0065112,tt0208092
tt0065112,tt0068611
tt0065112,tt0349903
tt0065112,tt0022100
tt0065112,tt0019702
tt0065112,tt0039694
tt0054248,tt0117951
tt0054248,tt0087843
tt0054248,tt0317248
tt0054248,tt0040522
tt0054248,tt0053198
tt0054248,tt0061512
tt0054248,tt0072890
tt0054248,tt0064169
tt0054248,tt0053976
tt0054248,tt0042804
tt0054248,tt0095468
tt0054248,tt0060138
tt1235166,tt0117951
tt1235166,tt0120586
tt1235166,tt0317248
tt1235166,tt0307901
tt1235166,tt1821593
tt1235166,tt0087843
tt1235166,tt1313092
tt1235166,tt0072890
tt1235166,tt0929425
tt1235166,tt0480025
tt1235166,tt0765429
tt1235166,tt0113247
tt0057869,tt0117951
tt0057869,tt0087843
tt0057869,tt0317248
tt0057869,tt0040522
tt0057869,tt0053198
tt0057869,tt0064276
tt0057869,tt1235166
tt0057869,tt0243133
tt0057869,tt0072890
tt0057869,tt0070379
tt0057869,tt0058249
tt0057869,tt0060138
tt0060138,tt0047892
tt0060138,tt0053198
tt0060138,tt0053976
tt0060138,tt0054248
tt0060138,tt0085180
tt0060138,tt0057869
tt0060138,tt0042804
tt0060138,tt0243133
tt0060138,tt0100234
tt0060138,tt0070379
tt0060138,tt0058249
tt0060138,tt0095468
tt0070379,tt0117951
tt0070379,tt0094291
tt0070379,tt0087843
tt0070379,tt0317248
tt0070379,tt0307901
tt0070379,tt0064276
tt0070379,tt0061512
tt0070379,tt1235166
tt0070379,tt0106489
tt0070379,tt0243133
tt0070379,tt0072890
tt0070379,tt0480025
tt0247586,tt0117407
tt0247586,tt0289765
tt0247586,tt0120735
tt0247586,tt0102926
tt0247586,tt0208092
tt0247586,tt0120787
tt0247586,tt0310910
tt0247586,tt0212985
tt0247586,tt0349903
tt0247586,tt0425210
tt0247586,tt0479354
tt0247586,tt0117438
tt0794374,tt0118694
tt0794374,tt0112471
tt0794374,tt0401711
tt0794374,tt0459666
tt0794374,tt0414387
tt0794374,tt0234837
tt0794374,tt0458352
tt0794374,tt1193138
tt0794374,tt0117905
tt0794374,tt0976051
tt0794374,tt0335266
tt0794374,tt1084950
tt1605783,tt0053291
tt1605783,tt1675434
tt1605783,tt1727388
tt1605783,tt0359950
tt1605783,tt2390361
tt1605783,tt1859650
tt1605783,tt1045658
tt1605783,tt1570728
tt1605783,tt1606392
tt1605783,tt1839492
tt1605783,tt1798709
tt1605783,tt2334873
tt0055256,tt0045554
tt0055256,tt1675434
tt0055256,tt0063462
tt0055256,tt0066808
tt0055256,tt0086465
tt0055256,tt1605783
tt0055256,tt0046487
tt0055256,tt0087003
tt0055256,tt0053291
tt0055256,tt0079470
tt0055256,tt0050706
tt0055256,tt2334873
tt1045658,tt1675434
tt1045658,tt1862079
tt1045658,tt1727388
tt1045658,tt0359950
tt1045658,tt1605783
tt1045658,tt2390361
tt1045658,tt1990314
tt1045658,tt1490017
tt1045658,tt1570728
tt1045658,tt1839492
tt1045658,tt1798709
tt1045658,tt2334873
tt2334873,tt1675434
tt2334873,tt1727388
tt2334873,tt1605783
tt2334873,tt2390361
tt2334873,tt1990314
tt2334873,tt1859650
tt2334873,tt1045658
tt2334873,tt1570728
tt2334873,tt1606392
tt2334873,tt1839492
tt2334873,tt1798709
tt2334873,tt2347569
tt0063462,tt0063415
tt0063462,tt0075222
tt0063462,tt0068555
tt0063462,tt0066808
tt0063462,tt0119038
tt0063462,tt0087003
tt0063462,tt0053291
tt0063462,tt0079470
tt0063462,tt0084352
tt0063462,tt0118111
tt0063462,tt0218839
tt0063462,tt0109445
tt0063415,tt1675434
tt0063415,tt0063462
tt0063415,tt0068555
tt0063415,tt0066808
tt0063415,tt0795368
tt0063415,tt1605783
tt0063415,tt0087003
tt0063415,tt0829482
tt0063415,tt0053291
tt0063415,tt0079470
tt0063415,tt0050706
tt0063415,tt0072637
tt0066765,tt0068555
tt0066765,tt0097958
tt0066765,tt0066808
tt0066765,tt0086465
tt0066765,tt1605783
tt0066765,tt0829482
tt0066765,tt0053291
tt0066765,tt0079470
tt0066765,tt0084352
tt0066765,tt0090852
tt0066765,tt0109445
tt0066765,tt0424345
tt0084352,tt0063462
tt0084352,tt0109686
tt0084352,tt0183505
tt0084352,tt0086465
tt0084352,tt0066765
tt0084352,tt0119038
tt0084352,tt0053291
tt0084352,tt0079470
tt0084352,tt0302886
tt0084352,tt0157503
tt0084352,tt0103850
tt0084352,tt0109445
tt0795368,tt1675434
tt0795368,tt1226774
tt0795368,tt1931533
tt0795368,tt0430922
tt0795368,tt1605783
tt0795368,tt1499658
tt0795368,tt1045658
tt0795368,tt1570728
tt0795368,tt0079470
tt0795368,tt0829482
tt0795368,tt0109445
tt0795368,tt2334873
tt0218839,tt1704573
tt0218839,tt0063462
tt0218839,tt0079470
tt0218839,tt0097958
tt0218839,tt0086465
tt0218839,tt0430922
tt0218839,tt1605783
tt0218839,tt0470765
tt0218839,tt0829482
tt0218839,tt0053291
tt0218839,tt1226774
tt0218839,tt0118111
tt0050706,tt0063415
tt0050706,tt0062136
tt0050706,tt0063462
tt0050706,tt0068555
tt0050706,tt0069400
tt0050706,tt1605783
tt0050706,tt0046487
tt0050706,tt0087003
tt0050706,tt0040497
tt0050706,tt0079470
tt0050706,tt0055913
tt0050706,tt0053291
tt0301357,tt0333766
tt0301357,tt0095765
tt0301357,tt0375063
tt0301357,tt0061722
tt0301357,tt0027977
tt0301357,tt0276751
tt0301357,tt0075686
tt0301357,tt0053604
tt0301357,tt0054698
tt0301357,tt0283900
tt0301357,tt0119822
tt0301357,tt0362227
tt0098635,tt0079522
tt0098635,tt0095765
tt0098635,tt0061722
tt0098635,tt0276751
tt0098635,tt0046250
tt0098635,tt0053604
tt0098635,tt0054698
tt0098635,tt0314331
tt0098635,tt0108160
tt0098635,tt0098258
tt0098635,tt0119822
tt0098635,tt0243155
tt0071129,tt0053779
tt0071129,tt0057012
tt0071129,tt0108122
tt0071129,tt0046521
tt0071129,tt0102536
tt0071129,tt0069191
tt0071129,tt0056512
tt0071129,tt0088184
tt0071129,tt0071487
tt0071129,tt0095675
tt0071129,tt0031885
tt0071129,tt0078841
tt0046521,tt0053779
tt0046521,tt0057012
tt0046521,tt0091113
tt0046521,tt0080539
tt0046521,tt0069191
tt0046521,tt0097123
tt0046521,tt0128445
tt0046521,tt0071487
tt0046521,tt0071129
tt0046521,tt0265666
tt0046521,tt0031885
tt0046521,tt0245574
tt0069191,tt0053779
tt0069191,tt0057012
tt0069191,tt0091113
tt0069191,tt0046521
tt0069191,tt0102536
tt0069191,tt0080539
tt0069191,tt0071487
tt0069191,tt0071129
tt0069191,tt0095675
tt0069191,tt0078841
tt0069191,tt0070130
tt0069191,tt0245574
tt0032143,tt0053779
tt0032143,tt0023948
tt0032143,tt0083745
tt0032143,tt0023349
tt0032143,tt0081554
tt0032143,tt0016028
tt0032143,tt0015116
tt0032143,tt0011909
tt0032143,tt0021294
tt0032143,tt0010040
tt0032143,tt0021148
tt0032143,tt0051383
tt0081554,tt0053779
tt0081554,tt0378947
tt0081554,tt0120533
tt0081554,tt0083745
tt0081554,tt0023948
tt0081554,tt0097123
tt0081554,tt0128445
tt0081554,tt0011909
tt0081554,tt0032143
tt0081554,tt0010040
tt0081554,tt0021148
tt0081554,tt0015116
tt0071487,tt0053779
tt0071487,tt0057012
tt0071487,tt0102536
tt0071487,tt0069191
tt0071487,tt0097123
tt0071487,tt0088184
tt0071487,tt0062480
tt0071487,tt0071129
tt0071487,tt0147612
tt0071487,tt0078841
tt0071487,tt0066534
tt0071487,tt0245574
tt0088184,tt0053779
tt0088184,tt0057012
tt0088184,tt0162346
tt0088184,tt0102536
tt0088184,tt0108122
tt0088184,tt0128445
tt0088184,tt0097123
tt0088184,tt0071129
tt0088184,tt0367089
tt0088184,tt0265666
tt0088184,tt0078841
tt0088184,tt0245574
tt0102536,tt0114478
tt0102536,tt0057012
tt0102536,tt0162346
tt0102536,tt0097123
tt0102536,tt0340377
tt0102536,tt0088184
tt0102536,tt0427944
tt0102536,tt0071129
tt0102536,tt0147612
tt0102536,tt0257360
tt0102536,tt0078841
tt0102536,tt0245574
tt0245574,tt0057012
tt0245574,tt0162346
tt0245574,tt0467406
tt0245574,tt1440292
tt0245574,tt0340377
tt0245574,tt0128445
tt0245574,tt0427944
tt0245574,tt0842926
tt0245574,tt0805564
tt0245574,tt1033575
tt0245574,tt0367089
tt0245574,tt1306980
tt0040458,tt0066279
tt0040458,tt0042327
tt0040458,tt0037536
tt0040458,tt0040849
tt0040458,tt0037963
tt0040458,tt0041855
tt0040458,tt0028988
tt0040458,tt0039111
tt0040458,tt0012349
tt0040458,tt0027893
tt0040458,tt0057523
tt0040458,tt0033729
tt0116922,tt0303361
tt0116922,tt0073540
tt0116922,tt0105665
tt0116922,tt0069995
tt0116922,tt0054215
tt0116922,tt0085333
tt0116922,tt0308379
tt0116922,tt0265349
tt0116922,tt0235198
tt0116922,tt0166924
tt0116922,tt0365376
tt0116922,tt0053459
tt0235198,tt0303361
tt0235198,tt0073540
tt0235198,tt0105665
tt0235198,tt0069995
tt0235198,tt0098253
tt0235198,tt0054215
tt0235198,tt0085333
tt0235198,tt0048977
tt0235198,tt0308379
tt0235198,tt0365376
tt0235198,tt0116922
tt0235198,tt0053459
tt0365376,tt0303361
tt0365376,tt0105665
tt0365376,tt0069995
tt0365376,tt0054215
tt0365376,tt0407821
tt0365376,tt0161081
tt0365376,tt0308379
tt0365376,tt0094035
tt0365376,tt0242527
tt0365376,tt0235198
tt0365376,tt0116922
tt0365376,tt0053459
tt0085333,tt0082377
tt0085333,tt0303361
tt0085333,tt0265349
tt0085333,tt0105665
tt0085333,tt0054215
tt0085333,tt0161081
tt0085333,tt0094035
tt0085333,tt0235198
tt0085333,tt0815245
tt0085333,tt0242527
tt0085333,tt0365376
tt0085333,tt0116922
tt0105665,tt0303361
tt0105665,tt0073540
tt0105665,tt0265349
tt0105665,tt0069995
tt0105665,tt0098253
tt0105665,tt0054215
tt0105665,tt0085333
tt0105665,tt0308379
tt0105665,tt0094035
tt0105665,tt0242527
tt0105665,tt0235198
tt0105665,tt0116922
tt0161081,tt0377109
tt0161081,tt0412798
tt0161081,tt0815245
tt0161081,tt0054215
tt0161081,tt0085333
tt0161081,tt0308379
tt0161081,tt1077368
tt0161081,tt0384806
tt0161081,tt0265349
tt0161081,tt0242527
tt0161081,tt0808276
tt0161081,tt0365376
tt0048977,tt0303361
tt0048977,tt0073540
tt0048977,tt0105665
tt0048977,tt0069995
tt0048977,tt0076683
tt0048977,tt0054215
tt0048977,tt0085333
tt0048977,tt0265349
tt0048977,tt0235198
tt0048977,tt0365376
tt0048977,tt0074806
tt0048977,tt0053459
tt1077368,tt0377109
tt1077368,tt0105665
tt1077368,tt0815245
tt1077368,tt0054215
tt1077368,tt0161081
tt1077368,tt0308379
tt1077368,tt0384806
tt1077368,tt0265349
tt1077368,tt0242527
tt1077368,tt0808276
tt1077368,tt0365376
tt1077368,tt0116922
tt0098253,tt0303361
tt0098253,tt0073540
tt0098253,tt0265349
tt0098253,tt0105665
tt0098253,tt0069995
tt0098253,tt0054215
tt0098253,tt0085333
tt0098253,tt0308379
tt0098253,tt0094035
tt0098253,tt0235198
tt0098253,tt0116922
tt0098253,tt0053459
tt0265349,tt0105665
tt0265349,tt0815245
tt0265349,tt0054215
tt0265349,tt0085333
tt0265349,tt0161081
tt0265349,tt0308379
tt0265349,tt1077368
tt0265349,tt0384806
tt0265349,tt0235198
tt0265349,tt0242527
tt0265349,tt0808276
tt0265349,tt0365376
tt0126916,tt0085154
tt0126916,tt0092272
tt0126916,tt0075148
tt0126916,tt0300532
tt0126916,tt0417433
tt0126916,tt0116695
tt0126916,tt0113305
tt0126916,tt0146984
tt0126916,tt0338216
tt0126916,tt0199725
tt0126916,tt0054997
tt0126916,tt0090270
tt0011841,tt0009968
tt0011841,tt0035015
tt0011841,tt0055489
tt0011841,tt0017534
tt0011841,tt0012675
tt0011841,tt0016104
tt0011841,tt0016884
tt0011841,tt0016690
tt0011841,tt0027532
tt0011841,tt0066011
tt0011841,tt0048673
tt0011841,tt0024433
tt0012675,tt0021749
tt0012675,tt0048673
tt0012675,tt0027977
tt0012675,tt0015772
tt0012675,tt0066011
tt0012675,tt0032143
tt0012675,tt0023305
tt0012675,tt0017534
tt0012675,tt0077405
tt0012675,tt0011841
tt0012675,tt0024433
tt0012675,tt0017416
tt0090863,tt0210945
tt0090863,tt0964517
tt0090863,tt0124718
tt0090863,tt1125849
tt0090863,tt0091217
tt0090863,tt0405159
tt0090863,tt0758794
tt0090863,tt0087781
tt0090863,tt0079817
tt0090863,tt0105327
tt0090863,tt0393162
tt0090863,tt0146838
tt0016884,tt0035015
tt0016884,tt0055489
tt0016884,tt0017534
tt0016884,tt0012675
tt0016884,tt0016104
tt0016884,tt0016690
tt0016884,tt0027532
tt0016884,tt0066011
tt0016884,tt0018455
tt0016884,tt0048673
tt0016884,tt0011841
tt0016884,tt0033836
tt0035015,tt0009968
tt0035015,tt0016690
tt0035015,tt0055489
tt0035015,tt0017534
tt0035015,tt0016104
tt0035015,tt0018618
tt0035015,tt0016884
tt0035015,tt0027532
tt0035015,tt0018455
tt0035015,tt0048673
tt0035015,tt0011841
tt0035015,tt0033836
tt0048673,tt0009968
tt0048673,tt0035015
tt0048673,tt0020143
tt0048673,tt0017534
tt0048673,tt0012675
tt0048673,tt0016104
tt0048673,tt0016884
tt0048673,tt0016690
tt0048673,tt0027532
tt0048673,tt0018455
tt0048673,tt0011841
tt0048673,tt0024433
tt0053946,tt0045061
tt0053946,tt0119280
tt0053946,tt0127536
tt0053946,tt0120338
tt0053946,tt0048791
tt0053946,tt0061735
tt0053946,tt0048356
tt0053946,tt0056937
tt0053946,tt0055031
tt0053946,tt0027075
tt0053946,tt0026725
tt0053946,tt0048545
tt0063227,tt0064030
tt0063227,tt0057877
tt0063227,tt0067402
tt0063227,tt1504320
tt0063227,tt0045943
tt0063227,tt0048947
tt0063227,tt0115988
tt0063227,tt0870111
tt0063227,tt0433383
tt0063227,tt0110932
tt0063227,tt0055031
tt0063227,tt0093509
tt0870111,tt0375920
tt0870111,tt0433383
tt0870111,tt1504320
tt0870111,tt0469494
tt0870111,tt0308055
tt0870111,tt0323944
tt0870111,tt0063227
tt0870111,tt1410063
tt0870111,tt0420901
tt0870111,tt0110932
tt0870111,tt0469641
tt0870111,tt0792966
tt0433383,tt0375920
tt0433383,tt1504320
tt0433383,tt0469494
tt0433383,tt0308055
tt0433383,tt0115988
tt0433383,tt0870111
tt0433383,tt0323944
tt0433383,tt0063227
tt0433383,tt1410063
tt0433383,tt0420901
tt0433383,tt0110932
tt0433383,tt0792966
tt0110932,tt0469641
tt0110932,tt1504320
tt0110932,tt0469494
tt0110932,tt0308055
tt0110932,tt0115988
tt0110932,tt0323944
tt0110932,tt0063227
tt0110932,tt0433383
tt0110932,tt0335345
tt0110932,tt0375920
tt0110932,tt0055031
tt0110932,tt0093509
tt0045943,tt0064030
tt0045943,tt0870111
tt0045943,tt1504320
tt0045943,tt0065922
tt0045943,tt0469494
tt0045943,tt0058085
tt0045943,tt0058886
tt0045943,tt0048947
tt0045943,tt0323944
tt0045943,tt0433383
tt0045943,tt0110932
tt0045943,tt0055031
tt0115988,tt0375920
tt0115988,tt0469641
tt0115988,tt1504320
tt0115988,tt0469494
tt0115988,tt0308055
tt0115988,tt0870111
tt0115988,tt0323944
tt0115988,tt0063227
tt0115988,tt0433383
tt0115988,tt0335345
tt0115988,tt0110932
tt0115988,tt0217505
tt0323944,tt0375920
tt0323944,tt0433383
tt0323944,tt1504320
tt0323944,tt0469494
tt0323944,tt0308055
tt0323944,tt0115988
tt0323944,tt0870111
tt0323944,tt1410063
tt0323944,tt0420901
tt0323944,tt0110932
tt0323944,tt0469641
tt0323944,tt0120577
tt0026752,tt0056264
tt0026752,tt0082432
tt0026752,tt0252444
tt0026752,tt0055884
tt0026752,tt0010418
tt0026752,tt0086197
tt0026752,tt0049833
tt0026752,tt0063227
tt0026752,tt0091530
tt0026752,tt0112384
tt0026752,tt0087892
tt0026752,tt0017416
tt0032904,tt0027996
tt0032904,tt0028010
tt0032904,tt0039169
tt0032904,tt0035169
tt0032904,tt0025316
tt0032904,tt0030241
tt0032904,tt0028597
tt0032904,tt0029947
tt0032904,tt0025919
tt0032904,tt0019379
tt0032904,tt0030993
tt0032904,tt0029284
tt0092263,tt0108188
tt0092263,tt0093435
tt0092263,tt0105851
tt0092263,tt0070034
tt0092263,tt0372784
tt0092263,tt0097202
tt0092263,tt0369060
tt0092263,tt0104815
tt0092263,tt0098360
tt0092263,tt0111257
tt0092263,tt0104684
tt0092263,tt0055630
tt0079116,tt0328107
tt0079116,tt0070034
tt0079116,tt0340163
tt0079116,tt0936501
tt0079116,tt0372784
tt0079116,tt0105112
tt0079116,tt0144117
tt0079116,tt0450232
tt0079116,tt0120784
tt0079116,tt0111257
tt0079116,tt0071402
tt0079116,tt0399146
tt0070034,tt0328107
tt0070034,tt0427954
tt0070034,tt0936501
tt0070034,tt0372784
tt0070034,tt0097202
tt0070034,tt0105112
tt0070034,tt0104815
tt0070034,tt0399146
tt0070034,tt0067824
tt0070034,tt0111257
tt0070034,tt0079116
tt0070034,tt0104684
tt0108188,tt0092263
tt0108188,tt0096933
tt0108188,tt0070034
tt0108188,tt0372784
tt0108188,tt0097202
tt0108188,tt0369060
tt0108188,tt0104815
tt0108188,tt0098360
tt0108188,tt0079116
tt0108188,tt0104684
tt0108188,tt0055630
tt0108188,tt0399146
tt0097202,tt0092263
tt0097202,tt0108188
tt0097202,tt0936501
tt0097202,tt0093435
tt0097202,tt0105851
tt0097202,tt0070034
tt0097202,tt0372784
tt0097202,tt0369060
tt0097202,tt0399146
tt0097202,tt0079116
tt0097202,tt0104684
tt0097202,tt0055630
tt0104815,tt0328107
tt0104815,tt0936501
tt0104815,tt0479884
tt0104815,tt0070034
tt0104815,tt0372784
tt0104815,tt0144117
tt0104815,tt0399146
tt0104815,tt0120784
tt0104815,tt0111257
tt0104815,tt0079116
tt0104815,tt0104684
tt0104815,tt0450232
tt0098360,tt0096933
tt0098360,tt0105851
tt0098360,tt0093435
tt0098360,tt0108188
tt0098360,tt0070034
tt0098360,tt0372784
tt0098360,tt0374339
tt0098360,tt0369060
tt0098360,tt0104815
tt0098360,tt0399146
tt0098360,tt0079116
tt0098360,tt0104684
tt0083745,tt0053779
tt0083745,tt0032143
tt0083745,tt0023948
tt0083745,tt0081554
tt0083745,tt0050598
tt0083745,tt0097123
tt0083745,tt0015116
tt0083745,tt0011909
tt0083745,tt0082405
tt0083745,tt0010040
tt0083745,tt0021148
tt0083745,tt0018487
tt0029947,tt0028010
tt0029947,tt0035169
tt0029947,tt0025316
tt0029947,tt0032904
tt0029947,tt0028597
tt0029947,tt0018311
tt0029947,tt0027996
tt0029947,tt0025919
tt0029947,tt0030241
tt0029947,tt0028842
tt0029947,tt0019379
tt0029947,tt0022489
tt0104684,tt0092263
tt0104684,tt0936501
tt0104684,tt0120008
tt0104684,tt0105851
tt0104684,tt0070034
tt0104684,tt0372784
tt0104684,tt0097202
tt0104684,tt0104815
tt0104684,tt0399146
tt0104684,tt0111257
tt0104684,tt0079116
tt0104684,tt0055630
tt0399146,tt0328107
tt0399146,tt0936501
tt0399146,tt1210042
tt0399146,tt0421073
tt0399146,tt0861739
tt0399146,tt0372784
tt0399146,tt0105112
tt0399146,tt0070034
tt0399146,tt0450232
tt0399146,tt0079116
tt0399146,tt0111257
tt0399146,tt1555149
tt0328107,tt0936501
tt0328107,tt1555149
tt0328107,tt0133952
tt0328107,tt0861739
tt0328107,tt0372784
tt0328107,tt0105112
tt0328107,tt0144117
tt0328107,tt0450232
tt0328107,tt0120784
tt0328107,tt0111257
tt0328107,tt0404390
tt0328107,tt0079116
tt0030993,tt0029947
tt0030993,tt0028010
tt0030993,tt0086927
tt0030993,tt0025316
tt0030993,tt0032904
tt0030993,tt0018311
tt0030993,tt0027996
tt0030993,tt0025919
tt0030993,tt0100405
tt0030993,tt0028842
tt0030993,tt0019379
tt0030993,tt0022489
tt0120102,tt0082432
tt0120102,tt0056172
tt0120102,tt0363163
tt0120102,tt0151137
tt0120102,tt0892255
tt0120102,tt0374569
tt0120102,tt0074896
tt0120102,tt0103594
tt0120102,tt0119485
tt0120102,tt0443272
tt0120102,tt0395169
tt0120102,tt0108052
tt0443272,tt0498380
tt0443272,tt1285016
tt0443272,tt0056172
tt0443272,tt0363163
tt0443272,tt0151137
tt0443272,tt0112573
tt0443272,tt0120102
tt0443272,tt0892255
tt0443272,tt0374569
tt0443272,tt0119485
tt0443272,tt1124377
tt0443272,tt0108052
tt0119485,tt0056172
tt0119485,tt0363163
tt0119485,tt0151137
tt0119485,tt0052738
tt0119485,tt0120102
tt0119485,tt0892255
tt0119485,tt0374569
tt0119485,tt0060107
tt0119485,tt0093389
tt0119485,tt0443272
tt0119485,tt0072443
tt0119485,tt0108052
tt0034167,tt0076342
tt0034167,tt0056172
tt0034167,tt0363163
tt0034167,tt0036910
tt0034167,tt0037323
tt0034167,tt0151137
tt0034167,tt0112573
tt0034167,tt0052738
tt0034167,tt0060107
tt0034167,tt0119485
tt0034167,tt0443272
tt0034167,tt0108052
tt0052738,tt0076342
tt0052738,tt0056172
tt0052738,tt0363163
tt0052738,tt0034167
tt0052738,tt0151137
tt0052738,tt0892255
tt0052738,tt0374569
tt0052738,tt0036910
tt0052738,tt0119485
tt0052738,tt0443272
tt0052738,tt0072443
tt0052738,tt0060107
tt0060107,tt0078875
tt0060107,tt0056172
tt0060107,tt0018192
tt0060107,tt0363163
tt0060107,tt0036910
tt0060107,tt0072443
tt0060107,tt0071691
tt0060107,tt0015648
tt0060107,tt0119485
tt0060107,tt0080979
tt0060107,tt0058946
tt0060107,tt0108052
tt0036910,tt0067483
tt0036910,tt0018192
tt0036910,tt0363163
tt0036910,tt0034167
tt0036910,tt0072443
tt0036910,tt0052738
tt0036910,tt0892255
tt0036910,tt0060107
tt0036910,tt0119485
tt0036910,tt0097499
tt0036910,tt0443272
tt0036910,tt0065593
tt0892255,tt0498380
tt0892255,tt0986233
tt0892255,tt0363163
tt0892255,tt0253474
tt0892255,tt0151137
tt0892255,tt0112573
tt0892255,tt0120102
tt0892255,tt0374569
tt0892255,tt0119485
tt0892255,tt0443272
tt0892255,tt1124377
tt0892255,tt0108052
tt0393109,tt0209144
tt0393109,tt0842929
tt0393109,tt1260581
tt0393109,tt1259573
tt0393109,tt0112688
tt0393109,tt0042876
tt0393109,tt0407887
tt0393109,tt0056592
tt0393109,tt0454792
tt0393109,tt0119488
tt0393109,tt0052561
tt0393109,tt0119448
tt0842929,tt0415127
tt0842929,tt1260581
tt0842929,tt0042876
tt0842929,tt0112688
tt0842929,tt0393109
tt0842929,tt0407887
tt0842929,tt0056592
tt0842929,tt0363589
tt0842929,tt0454792
tt0842929,tt0441909
tt0842929,tt0061955
tt0842929,tt0052561
tt0112688,tt0842929
tt0112688,tt0052561
tt0112688,tt0042876
tt0112688,tt0393109
tt0112688,tt0407887
tt0112688,tt0056592
tt0112688,tt0278504
tt0112688,tt0327056
tt0112688,tt0119488
tt0112688,tt0765443
tt0112688,tt1260581
tt0112688,tt0119448
tt0119448,tt0209144
tt0119448,tt0842929
tt0119448,tt0052561
tt0119448,tt0393109
tt0119448,tt0112688
tt0119448,tt0042876
tt0119448,tt0407887
tt0119448,tt0056592
tt0119448,tt0327056
tt0119448,tt0119488
tt0119448,tt1260581
tt0119448,tt0114369
tt0057254,tt0066450
tt0057254,tt0060490
tt0057254,tt0062380
tt0057254,tt0052561
tt0057254,tt0020875
tt0057254,tt0085640
tt0057254,tt0393109
tt0057254,tt0042876
tt0057254,tt0407887
tt0057254,tt0056592
tt0057254,tt0061955
tt0057254,tt0064638
tt0101540,tt0086250
tt0101540,tt0110413
tt0101540,tt0119008
tt0101540,tt0106519
tt0101540,tt0106856
tt0101540,tt0454848
tt0101540,tt0139654
tt0101540,tt0113277
tt0101540,tt0099685
tt0101540,tt0369339
tt0101540,tt0840361
tt0101540,tt0117665
tt0443455,tt1371630
tt0443455,tt0074147
tt0443455,tt0067445
tt0443455,tt0478304
tt0443455,tt0479162
tt0443455,tt0056801
tt0443455,tt0100998
tt0443455,tt1093842
tt0443455,tt0110148
tt0443455,tt0059643
tt0443455,tt0050976
tt0443455,tt0120669
tt0078841,tt0775529
tt0078841,tt0057012
tt0078841,tt0162346
tt0078841,tt0102536
tt0078841,tt0128445
tt0078841,tt0088184
tt0078841,tt0071129
tt0078841,tt0117589
tt0078841,tt0257360
tt0078841,tt0367089
tt0078841,tt0203166
tt0078841,tt0070290
tt0427944,tt0057012
tt0427944,tt0467406
tt0427944,tt0862846
tt0427944,tt0120885
tt0427944,tt0128445
tt0427944,tt0805564
tt0427944,tt1033575
tt0427944,tt0088847
tt0427944,tt0091042
tt0427944,tt1306980
tt0427944,tt0804497
tt0427944,tt1024648
tt0128445,tt0057012
tt0128445,tt0162346
tt0128445,tt1440292
tt0128445,tt0340377
