filename,tid,title,wordsInTitle,url,imdbRating,ratingCount,duration,year,type,nrOfWins,nrOfNominations,nrOfPhotos,nrOfNewsArticles,nrOfUserReviews,nrOfGenre,meanGenre,sdGenre,minGenre,maxGenre
titles03/index.html.5650,tt1389137,Wir kaufen einen Zoo (2011),wir kaufen einen zoo,http://www.imdb.com/title/tt1389137/,7.2,85077,7440,2011,video.movie,1,7,55,1140,175,2,3716.50000,2644.50000,1072,6361
titles02/index.html.5516,tt1399683,Winter's Bone (2010),winter s bone,http://www.imdb.com/title/tt1399683/,7.2,88851,6000,2010,video.movie,49,62,19,2047,271,1,6361.00000,0.00000,6361,6361
titles02/index.html.4833,tt1401152,Unknown Identity (2011),unknown identity,http://www.imdb.com/title/tt1401152/,6.9,160000,6780,2011,video.movie,0,0,52,1522,320,3,1797.00000,414.02415,1219,2167
titles03/index.html.5670,tt1403981,Remember Me (2010),remember me,http://www.imdb.com/title/tt1403981/,7.2,84925,6780,2010,video.movie,1,3,67,2317,341,2,4168.50000,2192.50000,1976,6361
titles03/index.html.5675,tt1409024,Men in Black 3 (2012),men in black,http://www.imdb.com/title/tt1409024/,6.9,192034,6360,2012,video.movie,1,13,72,2841,326,2,3399.00000,1232.00000,2167,4631
titles02/index.html.6104,tt1430132,Wolverine: Weg des Kriegers (2013),wolverine weg des kriegers,http://www.imdb.com/title/tt1430132/,6.8,189340,7560,2013,video.movie,1,5,19,4721,459,3,1707.66667,502.12969,1009,2167
titles02/index.html.5196,tt1436562,Rio (2011),rio,http://www.imdb.com/title/tt1436562/,7,116167,5760,2011,video.movie,3,22,52,932,177,3,2492.66667,1571.28490,900,4631
titles03/index.html.5741,tt1462758,Buried - Lebend begraben (2010),buried lebend begraben,http://www.imdb.com/title/tt1462758/,7,94679,5700,2010,video.movie,12,25,12,1463,417,3,3195.00000,2261.57998,1219,6361
titles03/index.html.5762,tt1483013,Oblivion (2013),oblivion,http://www.imdb.com/title/tt1483013/,7,244627,7440,2013,video.movie,0,0,48,2834,776,3,1777.66667,405.11836,1219,2167
titles02/index.html.6786,tt1499658,Kill the Boss (2011),kill the boss,http://www.imdb.com/title/tt1499658/,6.9,257383,5880,2011,video.movie,2,7,59,3413,352,2,3319.50000,1311.50000,2008,4631
titles02/index.html.2909,tt1527186,Melancholia (2011),melancholia,http://www.imdb.com/title/tt1527186/,7.1,94094,8160,2011,video.movie,31,47,43,1985,502,1,6361.00000,0.00000,6361,6361
titles02/index.html.6582,tt1567609,Get the Gringo (2012),get the gringo,http://www.imdb.com/title/tt1567609/,7.1,67634,5760,2012,video.movie,0,0,44,292,119,3,3512.00000,2015.59272,2008,6361
titles03/index.html.5903,tt1601913,The Grey - Unter Wölfen (2011),the grey unter w lfen,http://www.imdb.com/title/tt1601913/,6.8,159537,7020,2011,video.movie,4,2,38,1782,688,3,3437.66667,2067.24444,1947,6361
titles03/index.html.5910,tt1606389,Für immer Liebe (2012),f r immer liebe,http://www.imdb.com/title/tt1606389/,6.8,92639,6240,2012,video.movie,3,16,53,1210,145,2,4168.50000,2192.50000,1976,6361
titles02/index.html.2401,tt1615147,Der große Crash (2011),der gro e crash,http://www.imdb.com/title/tt1615147/,7.1,68616,6420,2011,video.movie,8,14,31,1465,192,2,4183.00000,2178.00000,2005,6361
titles03/index.html.5969,tt1637725,Ted (2012),ted,http://www.imdb.com/title/tt1637725/,7.1,327961,6360,2012,video.movie,6,21,53,2647,571,2,2820.00000,1811.00000,1009,4631
titles03/index.html.6010,tt1663662,Pacific Rim (2013),pacific rim,http://www.imdb.com/title/tt1663662/,7.1,237607,7860,2013,video.movie,6,19,95,6454,974,2,2057.00000,110.00000,1947,2167
titles02/index.html.6865,tt1723121,Wir sind die Millers (2013),wir sind die millers,http://www.imdb.com/title/tt1723121/,7.1,174177,6600,2013,video.movie,1,10,45,764,228,2,3319.50000,1311.50000,2008,4631
titles02/index.html.6108,tt1764651,The Expendables 2 (2012),the expendables,http://www.imdb.com/title/tt1764651/,6.8,179497,6180,2012,video.movie,3,4,55,3251,446,3,2039.66667,93.09971,1947,2167
titles02/index.html.6782,tt1862079,Journey of Love - Das wahre Abenteuer ist die Liebe (2012),journey of love das wahre abenteuer ist die liebe,http://www.imdb.com/title/tt1862079/,7.1,70752,5160,2012,video.movie,5,10,9,1136,199,3,4322.66667,1803.39649,1976,6361
titles02/index.html.6109,tt1905041,Fast & Furious 6 (2013),fast furious,http://www.imdb.com/title/tt1905041/,7.2,198382,7800,2013,video.movie,4,16,66,1316,399,3,2060.00000,75.67034,2005,2167
titles03/index.html.6268,tt1931533,7 Psychos (2012),psychos,http://www.imdb.com/title/tt1931533/,7.2,136150,6600,2012,video.movie,2,16,85,1272,251,3,2881.33333,1237.20177,2005,4631
titles02/index.html.2400,tt2053463,Side Effects - Tödliche Nebenwirkungen (2013),side effects t dliche nebenwirkungen,http://www.imdb.com/title/tt2053463/,7.1,105194,6360,2013,video.movie,0,0,26,1169,238,3,3458.00000,2052.73135,2005,6361
titles03/index.html.6496,tt2229499,Don Jon (2013),don jon,http://www.imdb.com/title/tt2229499/,6.8,108981,5400,2013,video.movie,2,6,79,1215,244,3,4322.66667,1803.39649,1976,6361
titles03/index.html.1465,tt0074896,Mohammed - Der Gesandte Gottes (1977),mohammed der gesandte gottes,http://www.imdb.com/title/tt0074896/,8.6,18883,10620,1977,video.movie,0,0,13,12,104,3,2997.66667,2433.40219,685,6361
titles03/index.html.1735,tt0085809,Koyaanisqatsi - Prophezeiung (1982),koyaanisqatsi prophezeiung,http://www.imdb.com/title/tt0085809/,8.3,20774,5160,1982,video.movie,5,1,21,86,178,2,755.50000,292.50000,463,1048
titles03/index.html.2457,tt0112431,Ein Schweinchen namens Babe (1995),ein schweinchen namens babe,http://www.imdb.com/title/tt0112431/,6.9,77236,5340,1995,video.movie,17,17,70,155,172,2,3716.50000,2644.50000,1072,6361
titles03/index.html.2476,tt0112851,Desperado (1995),desperado,http://www.imdb.com/title/tt0112851/,7.2,110222,6240,1995,video.movie,0,0,65,362,192,3,2060.00000,75.67034,2005,2167
titles02/index.html.3553,tt0113189,James Bond 007 - GoldenEye (1995),james bond goldeneye,http://www.imdb.com/title/tt0113189/,7.2,158160,7800,1995,video.movie,2,4,81,624,382,3,2060.00000,75.67034,2005,2167
titles02/index.html.3615,tt0116583,Der Glöckner von Notre Dame (1996),der gl ckner von notre dame,http://www.imdb.com/title/tt0116583/,6.8,66044,5460,1996,video.movie,7,16,30,224,197,3,2777.66667,2534.77209,900,6361
titles03/index.html.2579,tt0116629,Independence Day (1996),independence day,http://www.imdb.com/title/tt0116629/,6.9,330053,8700,1996,video.movie,26,22,102,3787,791,2,2057.00000,110.00000,1947,2167
titles03/index.html.2587,tt0117008,Matilda (1996),matilda,http://www.imdb.com/title/tt0117008/,6.8,65950,5880,1996,video.movie,3,7,65,173,149,2,2820.00000,1811.00000,1009,4631
titles02/index.html.3558,tt0117060,Mission: Impossible (1996),mission impossible,http://www.imdb.com/title/tt0117060/,7,217750,6600,1996,video.movie,3,6,92,4704,331,3,2039.66667,93.09971,1947,2167
titles02/index.html.1051,tt0117509,William Shakespeares Romeo & Julia (1996),william shakespeares romeo julia,http://www.imdb.com/title/tt0117509/,6.9,129664,7200,1996,video.movie,13,20,81,14,482,2,4168.50000,2192.50000,1976,6361
titles02/index.html.3868,tt0118617,Anastasia (1997),anastasia,http://www.imdb.com/title/tt0118617/,7,60102,5640,1997,video.movie,8,15,53,0,177,3,3069.33333,2366.48182,900,6361
titles03/index.html.2631,tt0118655,Austin Powers - Das Schärfste\, was Ihre Majestät zu bieten hat (1997),austin powers das sch rfste was ihre majest t zu bieten hat,http://www.imdb.com/title/tt0118655/,7,147662,5640,1997,video.movie,3,5,41,200,411,2,3319.50000,1311.50000,2008,4631
titles02/index.html.3448,tt0118880,Con Air (1997),con air,http://www.imdb.com/title/tt0118880/,6.8,178696,6900,1997,video.movie,6,8,72,969,317,3,2060.00000,75.67034,2005,2167
titles03/index.html.2662,tt0119164,Ganz oder gar nicht (1997),ganz oder gar nicht,http://www.imdb.com/title/tt0119164/,7.2,71136,5460,1997,video.movie,34,26,37,453,170,3,3818.33333,2475.46916,463,6361
titles02/index.html.292,tt0119282,Hercules (1997),hercules,http://www.imdb.com/title/tt0119282/,7.2,87393,5580,1997,video.movie,8,9,67,26,142,3,1306.33333,458.42944,900,1947
titles02/index.html.5911,tt0119643,Rendezvous mit Joe Black (1998),rendezvous mit joe black,http://www.imdb.com/title/tt0119643/,7.1,132606,10680,1998,video.movie,2,5,73,104,673,3,2863.00000,2474.94485,1009,6361
titles03/index.html.2685,tt0119654,Men in Black (1997),men in black,http://www.imdb.com/title/tt0119654/,7.2,295461,5880,1997,video.movie,17,28,78,3292,269,1,4631.00000,0.00000,4631,4631
titles02/index.html.1720,tt0120102,Sieben Jahre in Tibet (1997),sieben jahre in tibet,http://www.imdb.com/title/tt0120102/,7,75229,8160,1997,video.movie,3,6,57,104,110,3,2997.66667,2433.40219,685,6361
titles03/index.html.2710,tt0120188,Three Kings - Es ist schön König zu sein (1999),three kings es ist sch n k nig zu sein,http://www.imdb.com/title/tt0120188/,7.2,117056,6840,1999,video.movie,10,13,120,811,546,3,2915.00000,1216.71470,1947,4631
titles03/index.html.2711,tt0120201,Starship Troopers (1997),starship troopers,http://www.imdb.com/title/tt0120201/,7.2,180733,7740,1997,video.movie,3,12,64,1001,1005,1,2167.00000,0.00000,2167,2167
titles02/index.html.4631,tt0120616,Die Mumie (1999),die mumie,http://www.imdb.com/title/tt0120616/,7,251786,7500,1999,video.movie,4,18,84,840,953,3,1707.66667,502.12969,1009,2167
titles02/index.html.5194,tt0120623,Das große Krabbeln (1998),das gro e krabbeln,http://www.imdb.com/title/tt0120623/,7.2,159645,5700,1998,video.movie,11,13,95,279,302,3,2492.66667,1571.28490,900,4631
titles03/index.html.2744,tt0120681,From Hell (2001),from hell,http://www.imdb.com/title/tt0120681/,6.9,102034,7320,2001,video.movie,0,0,151,682,528,3,1309.33333,534.95815,704,2005
titles03/index.html.2758,tt0120780,Out of Sight (1998),out of sight,http://www.imdb.com/title/tt0120780/,7.1,62687,7380,1998,video.movie,13,7,104,552,296,3,2871.66667,1244.10512,1976,4631
titles02/index.html.6845,tt0120784,Payback - Zahltag (1999),payback zahltag,http://www.imdb.com/title/tt0120784/,7.1,93445,6000,1999,video.movie,2,2,61,172,379,3,3512.00000,2015.59272,2008,6361
titles02/index.html.3867,tt0120794,Der Prinz von Ägypten (1998),der prinz von gypten,http://www.imdb.com/title/tt0120794/,6.9,68056,5940,1998,video.movie,5,19,64,150,334,3,3069.33333,2366.48182,900,6361
titles03/index.html.2768,tt0120812,Rush Hour (1998),rush hour,http://www.imdb.com/title/tt0120812/,6.9,143924,5880,1998,video.movie,6,7,71,992,305,3,2934.33333,1201.54604,2005,4631
titles02/index.html.3864,tt0120855,Tarzan (1999),tarzan,http://www.imdb.com/title/tt0120855/,7.2,87320,5280,1999,video.movie,10,22,56,551,244,3,3069.33333,2366.48182,900,6361
titles03/index.html.2779,tt0120888,Eine Hochzeit zum Verlieben (1998),eine hochzeit zum verlieben,http://www.imdb.com/title/tt0120888/,6.8,89259,5700,1998,video.movie,5,7,59,363,330,2,3303.50000,1327.50000,1976,4631
titles02/index.html.567,tt0120889,Hinter dem Horizont (1998),hinter dem horizont,http://www.imdb.com/title/tt0120889/,6.9,65707,6780,1998,video.movie,4,2,40,141,596,3,3115.33333,2328.73876,1009,6361
titles03/index.html.2783,tt0120902,Akte X: Der Film (1998),akte x der film,http://www.imdb.com/title/tt0120902/,6.9,67747,7260,1998,video.movie,4,7,99,39,291,2,1612.00000,393.00000,1219,2005
titles02/index.html.2623,tt0120907,eXistenZ (1999),existenz,http://www.imdb.com/title/tt0120907/,6.8,63821,5820,1999,video.movie,3,7,27,0,505,1,2005.00000,0.00000,2005,2005
titles02/index.html.2566,tt0121765,Star Wars: Episode II - Angriff der Klonkrieger (2002),star wars episode ii angriff der klonkrieger,http://www.imdb.com/title/tt0121765/,6.8,323204,8520,2002,video.movie,11,41,169,778,3412,3,1707.66667,502.12969,1009,2167
titles03/index.html.2817,tt0125439,Notting Hill (1999),notting hill,http://www.imdb.com/title/tt0125439/,7,153227,7440,1999,video.movie,12,14,49,1334,579,3,4322.66667,1803.39649,1976,6361
titles02/index.html.3189,tt0134847,Riddick - Planet der Finsternis (2000),riddick planet der finsternis,http://www.imdb.com/title/tt0134847/,7.1,158717,6540,2000,video.movie,2,4,62,1129,793,2,2086.00000,81.00000,2005,2167
titles03/index.html.2863,tt0137363,Arlington Road (1999),arlington road,http://www.imdb.com/title/tt0137363/,7.2,61848,7020,1999,video.movie,0,0,45,136,577,2,1612.00000,393.00000,1219,2005
titles03/index.html.2866,tt0138097,Shakespeare in Love (1998),shakespeare in love,http://www.imdb.com/title/tt0138097/,7.2,143051,7380,1998,video.movie,51,61,85,1495,740,3,4322.66667,1803.39649,1976,6361
titles03/index.html.2872,tt0139134,Eiskalte Engel (1999),eiskalte engel,http://www.imdb.com/title/tt0139134/,6.9,125273,5820,1999,video.movie,7,13,64,312,729,2,4168.50000,2192.50000,1976,6361
titles03/index.html.2898,tt0146838,An jedem verdammten Sonntag (1999),an jedem verdammten sonntag,http://www.imdb.com/title/tt0146838/,6.8,85002,9720,1999,video.movie,3,8,59,247,450,2,3309.00000,3052.00000,257,6361
titles03/index.html.2917,tt0155267,Die Thomas Crown Affäre (1999),die thomas crown aff re,http://www.imdb.com/title/tt0155267/,6.8,62476,6780,1999,video.movie,3,2,80,263,409,3,1996.33333,14.42991,1976,2008
titles02/index.html.230,tt0159365,Unterwegs nach Cold Mountain (2003),unterwegs nach cold mountain,http://www.imdb.com/title/tt0159365/,7.2,99891,9240,2003,video.movie,17,63,48,572,657,3,3023.66667,2413.70895,734,6361
titles03/index.html.2950,tt0163651,American Pie: Wie ein Heisser Apfelkuchen (1999),american pie wie ein heisser apfelkuchen,http://www.imdb.com/title/tt0163651/,7,254968,5700,1999,video.movie,9,14,145,2985,773,2,3303.50000,1327.50000,1976,4631
titles02/index.html.4632,tt0167190,Hellboy (2004),hellboy,http://www.imdb.com/title/tt0167190/,6.8,194016,7320,2004,video.movie,8,8,66,2822,586,3,1707.66667,502.12969,1009,2167
titles03/index.html.3025,tt0183649,Nicht auflegen! (2002),nicht auflegen,http://www.imdb.com/title/tt0183649/,7.1,161214,4860,2002,video.movie,0,0,57,401,613,2,1612.00000,393.00000,1219,2005
titles02/index.html.3304,tt0187393,Der Patriot (2000),der patriot,http://www.imdb.com/title/tt0187393/,7.1,162795,9900,2000,video.movie,8,17,228,259,1129,3,3087.33333,2387.61280,734,6361
titles03/index.html.3057,tt0195714,Final Destination (2000),final destination,http://www.imdb.com/title/tt0195714/,6.8,141163,5880,2000,video.movie,3,3,65,1679,656,2,1354.50000,650.50000,704,2005
titles02/index.html.3788,tt0203019,Men of Honor (2000),men of honor,http://www.imdb.com/title/tt0203019/,7.1,73594,7740,2000,video.movie,0,0,205,127,215,2,3523.00000,2838.00000,685,6361
titles02/index.html.60,tt0212720,A.I. Künstliche Intelligenz (2001),a i k nstliche intelligenz,http://www.imdb.com/title/tt0212720/,7.1,189827,8760,2001,video.movie,13,41,51,330,2120,2,4154.00000,2207.00000,1947,6361
titles02/index.html.5907,tt0217869,Unbreakable - Unzerbrechlich (2000),unbreakable unzerbrechlich,http://www.imdb.com/title/tt0217869/,7.2,200439,6360,2000,video.movie,2,10,52,441,1297,2,3790.00000,2571.00000,1219,6361
titles02/index.html.3843,tt0223897,Das Glücksprinzip (2000),das gl cksprinzip,http://www.imdb.com/title/tt0223897/,7.1,79618,7380,2000,video.movie,1,3,30,86,648,1,6361.00000,0.00000,6361,6361
titles02/index.html.6647,tt0227445,The Score (2001),the score,http://www.imdb.com/title/tt0227445/,6.8,85907,7440,2001,video.movie,1,1,33,120,427,3,2060.00000,75.67034,2005,2167
titles02/index.html.2766,tt0234215,Matrix Reloaded (2003),matrix reloaded,http://www.imdb.com/title/tt0234215/,7.2,333743,8280,2003,video.movie,5,20,207,490,2771,1,2167.00000,0.00000,2167,2167
titles02/index.html.5057,tt0240890,Weil es Dich gibt (2001),weil es dich gibt,http://www.imdb.com/title/tt0240890/,6.9,69750,5400,2001,video.movie,0,0,57,127,363,2,3303.50000,1327.50000,1976,4631
titles02/index.html.4372,tt0247745,Super Troopers - Die Superbullen (2001),super troopers die superbullen,http://www.imdb.com/title/tt0247745/,7.1,61357,6000,2001,video.movie,1,0,35,292,323,3,2619.33333,1458.47691,1219,4631
titles03/index.html.3265,tt0251160,John Q. - Verzweifelte Wut (2002),john q verzweifelte wut,http://www.imdb.com/title/tt0251160/,7,76550,6960,2002,video.movie,2,8,26,103,385,3,3458.00000,2052.73135,2005,6361
titles02/index.html.6226,tt0257360,About Schmidt (2002),about schmidt,http://www.imdb.com/title/tt0257360/,7.2,93172,7500,2002,video.movie,34,35,96,406,604,2,5496.00000,865.00000,4631,6361
titles02/index.html.2397,tt0258000,Panic Room (2002),panic room,http://www.imdb.com/title/tt0258000/,6.8,161649,6720,2002,video.movie,1,7,60,618,827,3,3458.00000,2052.73135,2005,6361
titles03/index.html.3303,tt0259711,Vanilla Sky (2001),vanilla sky,http://www.imdb.com/title/tt0259711/,6.9,170901,8160,2001,video.movie,6,19,67,534,1223,3,1401.33333,415.29615,1009,1976
titles03/index.html.3306,tt0261392,Jay und Silent Bob schlagen zurück (2001),jay und silent bob schlagen zur ck,http://www.imdb.com/title/tt0261392/,6.9,110172,6240,2001,video.movie,0,0,123,220,862,1,4631.00000,0.00000,4631,4631
titles03/index.html.3321,tt0265208,The Girl Next Door (2004),the girl next door,http://www.imdb.com/title/tt0265208/,6.8,141999,6480,2004,video.movie,0,0,24,12,504,3,4322.66667,1803.39649,1976,6361
titles03/index.html.3324,tt0265459,One Hour Photo (2002),one hour photo,http://www.imdb.com/title/tt0265459/,6.8,82854,5760,2002,video.movie,8,14,42,414,580,2,4183.00000,2178.00000,2005,6361
titles02/index.html.5936,tt0266987,Spy Game - Der finale Countdown (2001),spy game der finale countdown,http://www.imdb.com/title/tt0266987/,7,100957,7560,2001,video.movie,0,0,46,117,347,3,2060.00000,75.67034,2005,2167
titles02/index.html.3221,tt0275847,Lilo & Stitch (2002),lilo stitch,http://www.imdb.com/title/tt0275847/,7.1,76861,5040,2002,video.movie,9,20,60,15,353,3,2492.66667,1571.28490,900,4631
titles02/index.html.939,tt0276751,About a Boy oder: Der Tag der toten Ente (2002),about a boy oder der tag der toten ente,http://www.imdb.com/title/tt0276751/,7.1,118762,6060,2002,video.movie,11,20,23,1164,384,3,4322.66667,1803.39649,1976,6361
titles02/index.html.1364,tt0278504,Insomnia - Schlaflos (2002),insomnia schlaflos,http://www.imdb.com/title/tt0278504/,7.2,169766,7080,2002,video.movie,1,8,47,403,620,3,1744.00000,371.23308,1219,2008
titles02/index.html.149,tt0289765,Roter Drache (2002),roter drache,http://www.imdb.com/title/tt0289765/,7.2,164519,7440,2002,video.movie,6,7,41,655,736,2,2006.50000,1.50000,2005,2008
titles02/index.html.3450,tt0293662,The Transporter (2002),the transporter,http://www.imdb.com/title/tt0293662/,6.8,179826,5520,2002,video.movie,0,0,66,532,444,3,2060.00000,75.67034,2005,2167
titles02/index.html.2824,tt0298130,Ring (2002),ring,http://www.imdb.com/title/tt0298130/,7.1,185424,6900,2002,video.movie,11,6,43,808,1603,3,1309.33333,534.95815,704,2005
titles03/index.html.3492,tt0299658,Chicago (2002),chicago,http://www.imdb.com/title/tt0299658/,7.2,139341,6780,2002,video.movie,42,57,99,197,998,3,2352.66667,1736.72725,419,4631
titles03/index.html.3503,tt0302886,Old School - Wir lassen absolut nichts anbrennen (2003),old school wir lassen absolut nichts anbrennen,http://www.imdb.com/title/tt0302886/,7.2,159548,5460,2003,video.movie,0,0,52,682,400,1,4631.00000,0.00000,4631,4631
titles02/index.html.2232,tt0307987,Bad Santa (2003),bad santa,http://www.imdb.com/title/tt0307987/,7.2,88920,5460,2003,video.movie,1,8,55,805,464,2,3319.50000,1311.50000,2008,4631
titles02/index.html.5710,tt0313542,Das Urteil (2003),das urteil,http://www.imdb.com/title/tt0313542/,7.1,66761,7620,2003,video.movie,0,0,18,157,349,2,4183.00000,2178.00000,2005,6361
titles02/index.html.5934,tt0317740,The Italian Job - Jagd auf Millionen (2003),the italian job jagd auf millionen,http://www.imdb.com/title/tt0317740/,7,224563,6660,2003,video.movie,5,7,48,723,482,3,2060.00000,75.67034,2005,2167
titles02/index.html.3324,tt0319343,Buddy - Der Weihnachtself (2003),buddy der weihnachtself,http://www.imdb.com/title/tt0319343/,6.9,108911,5820,2003,video.movie,2,7,57,695,361,3,2237.33333,1692.77333,1009,4631
titles03/index.html.3583,tt0320691,Underworld (2003),underworld,http://www.imdb.com/title/tt0320691/,7,164763,7260,2003,video.movie,1,8,90,2604,790,3,1727.00000,511.99219,1009,2167
titles03/index.html.3638,tt0332379,School of Rock (2003),school of rock,http://www.imdb.com/title/tt0332379/,7.1,157430,6480,2003,video.movie,8,11,67,653,455,2,2547.00000,2084.00000,463,4631
titles03/index.html.3639,tt0332452,Troja (2004),troja,http://www.imdb.com/title/tt0332452/,7.2,276282,9780,2004,video.movie,3,17,144,778,1665,2,4154.00000,2207.00000,1947,6361
titles03/index.html.3646,tt0335345,Die Passion Christi (2004),die passion christi,http://www.imdb.com/title/tt0335345/,7.1,152860,7620,2004,video.movie,22,10,42,875,2764,1,6361.00000,0.00000,6361,6361
titles02/index.html.3412,tt0339291,Lemony Snicket - Rätselhafte Ereignisse (2004),lemony snicket r tselhafte ereignisse,http://www.imdb.com/title/tt0339291/,6.8,124618,6480,2004,video.movie,7,21,112,216,587,3,2550.00000,1514.22742,1072,4631
titles02/index.html.4211,tt0343818,I\, Robot (2004),i robot,http://www.imdb.com/title/tt0343818/,7.1,270573,6900,2004,video.movie,1,10,94,81,762,2,1693.00000,474.00000,1219,2167
titles02/index.html.4751,tt0363589,Elephant (2003),elephant,http://www.imdb.com/title/tt0363589/,7.2,60530,4860,2003,video.movie,7,6,19,189,671,3,3458.00000,2052.73135,2005,6361
titles02/index.html.2316,tt0366551,Harold & Kumar Go to White Castle (2004),harold kumar go to white castle,http://www.imdb.com/title/tt0366551/,7.2,128821,5280,2004,video.movie,0,0,29,34,312,2,3289.00000,1342.00000,1947,4631
titles02/index.html.5876,tt0368891,Das Vermächtnis der Tempelritter (2004),das verm chtnis der tempelritter,http://www.imdb.com/title/tt0368891/,6.9,199468,7860,2004,video.movie,1,8,69,1309,674,3,1777.66667,405.11836,1219,2167
titles03/index.html.3850,tt0372588,Team America (2004),team america,http://www.imdb.com/title/tt0372588/,7.2,111112,5880,2004,video.movie,1,7,61,208,686,3,1671.33333,552.76055,900,2167
titles03/index.html.3870,tt0374900,Napoleon Dynamite (2004),napoleon dynamite,http://www.imdb.com/title/tt0374900/,6.9,131096,4920,2004,video.movie,10,18,37,558,1430,1,4631.00000,0.00000,4631,4631
titles03/index.html.3887,tt0377092,Girls Club - Vorsicht bissig! (2004),girls club vorsicht bissig,http://www.imdb.com/title/tt0377092/,6.9,167949,5820,2004,video.movie,7,16,44,4560,515,1,4631.00000,0.00000,4631,4631
titles02/index.html.1728,tt0060107,Andrej Rubljow (1966),andrej rubljow,http://www.imdb.com/title/tt0060107/,8.3,18272,12300,1966,video.movie,3,0,17,28,97,3,2563.00000,2685.64629,643,6361
titles03/index.html.1903,tt0091203,Highlander - Es kann nur Einen geben (1986),highlander es kann nur einen geben,http://www.imdb.com/title/tt0091203/,7.2,80947,6960,1986,video.movie,0,0,32,523,296,3,1707.66667,502.12969,1009,2167
titles03/index.html.1935,tt0092099,Top Gun - Sie fürchten weder Tod noch Teufel (1986),top gun sie f rchten weder tod noch teufel,http://www.imdb.com/title/tt0092099/,6.8,168004,6600,1986,video.movie,9,5,129,2286,351,3,3501.33333,2023.59257,1976,6361
titles03/index.html.1957,tt0092890,Dirty Dancing (1987),dirty dancing,http://www.imdb.com/title/tt0092890/,6.8,105208,6000,1987,video.movie,11,7,78,1440,373,3,2933.33333,2501.19523,463,6361
titles02/index.html.341,tt0093105,Good Morning\, Vietnam (1987),good morning vietnam,http://www.imdb.com/title/tt0093105/,7.2,65727,7260,1987,video.movie,6,3,33,4,110,3,3908.66667,2353.31062,734,6361
titles03/index.html.1969,tt0093177,Hellraiser - Das Tor zur Hölle (1987),hellraiser das tor zur h lle,http://www.imdb.com/title/tt0093177/,7.1,59890,5640,1987,video.movie,2,5,35,893,295,1,704.00000,0.00000,704,704
titles03/index.html.2001,tt0094012,Mel Brooks Spaceballs (1987),mel brooks spaceballs,http://www.imdb.com/title/tt0094012/,7.1,106024,5760,1987,video.movie,0,0,43,193,245,2,3289.00000,1342.00000,1947,4631
titles03/index.html.2054,tt0096446,Willow (1988),willow,http://www.imdb.com/title/tt0096446/,7.2,68700,7560,1988,video.movie,1,9,26,310,219,3,3491.66667,2030.91200,1947,6361
titles02/index.html.3216,tt0096928,Bill & Ted's verrückte Reise durch die Zeit (1989),bill ted s verr ckte reise durch die zeit,http://www.imdb.com/title/tt0096928/,6.9,68664,5400,1989,video.movie,0,0,37,68,165,2,3289.00000,1342.00000,1947,4631
titles02/index.html.5168,tt0096969,Geboren am 4. Juli (1989),geboren am juli,http://www.imdb.com/title/tt0096969/,7.2,60912,8700,1989,video.movie,16,17,60,227,160,3,2593.33333,2664.21775,685,6361
titles03/index.html.2097,tt0097733,Lethal Weapon 2 - Brennpunkt L.A. (1989),lethal weapon brennpunkt l a,http://www.imdb.com/title/tt0097733/,7.2,98114,6840,1989,video.movie,1,0,52,113,154,2,2086.00000,81.00000,2005,2167
titles02/index.html.3439,tt0099423,Stirb Langsam 2 (1990),stirb langsam,http://www.imdb.com/title/tt0099423/,7.1,205171,7440,1990,video.movie,1,1,4,443,288,2,2086.00000,81.00000,2005,2167
titles02/index.html.6025,tt0099653,Ghost - Nachricht von Sam (1990),ghost nachricht von sam,http://www.imdb.com/title/tt0099653/,7,123596,7620,1990,video.movie,15,24,43,753,236,3,2863.00000,2474.94485,1009,6361
titles03/index.html.2169,tt0100405,Pretty Woman (1990),pretty woman,http://www.imdb.com/title/tt0100405/,6.9,158096,7140,1990,video.movie,7,10,40,1163,251,2,3303.50000,1327.50000,1976,4631
titles03/index.html.2182,tt0101272,Die Addams Family (1991),die addams family,http://www.imdb.com/title/tt0101272/,6.8,75222,5940,1991,video.movie,3,12,17,552,111,2,2820.00000,1811.00000,1009,4631
titles03/index.html.2208,tt0102266,Last Boy Scout - Das Ziel ist Überleben (1991),last boy scout das ziel ist berleben,http://www.imdb.com/title/tt0102266/,6.9,62616,6300,1991,video.movie,0,0,30,261,135,3,2935.33333,1200.77318,2008,4631
titles03/index.html.2219,tt0102685,Gefährliche Brandung (1991),gef hrliche brandung,http://www.imdb.com/title/tt0102685/,7.1,80077,7320,1991,video.movie,1,2,34,704,243,3,2060.00000,75.67034,2005,2167
titles03/index.html.2224,tt0102798,Robin Hood - König der Diebe (1991),robin hood k nig der diebe,http://www.imdb.com/title/tt0102798/,6.9,118314,8580,1991,video.movie,14,17,48,266,301,3,3491.66667,2030.91200,1947,6361
titles02/index.html.376,tt0103772,Basic Instinct (1992),basic instinct,http://www.imdb.com/title/tt0103772/,6.9,105371,7620,1992,video.movie,5,16,43,935,266,2,1612.00000,393.00000,1219,2005
titles03/index.html.2246,tt0103776,Batmans Rückkehr (1992),batmans r ckkehr,http://www.imdb.com/title/tt0103776/,7,164843,7560,1992,video.movie,2,13,57,849,560,2,1588.00000,579.00000,1009,2167
