filename,tid,title,wordsInTitle,url,imdbRating,ratingCount,duration,year,type,nrOfWins,nrOfNominations,nrOfPhotos,nrOfNewsArticles,nrOfUserReviews,nrOfGenre,meanGenre,sdGenre,minGenre,maxGenre
titles02/index.html.142,tt0130827,Lola rennt (1998),lola rennt,http://www.imdb.com/title/tt0130827/,7.8,138695,4860,1998,video.movie,28,15,56,492,691,3,2060.00000,75.67034,2005,2167
titles03/index.html.2878,tt0140352,Insider (1999),insider,http://www.imdb.com/title/tt0140352/,7.9,112807,9420,1999,video.movie,28,34,74,332,501,3,3017.00000,2425.19443,685,6361
titles02/index.html.5570,tt0144117,Der blutige Pfad Gottes (1999),der blutige pfad gottes,http://www.imdb.com/title/tt0144117/,7.9,171326,6480,1999,video.movie,0,0,31,364,868,3,2060.00000,75.67034,2005,2167
titles03/index.html.2911,tt0151804,Alles Routine (1999),alles routine,http://www.imdb.com/title/tt0151804/,7.9,163891,5340,1999,video.movie,0,0,39,947,600,1,4631.00000,0.00000,4631,4631
titles03/index.html.2932,tt0158983,South Park - Der Film (1999),south park der film,http://www.imdb.com/title/tt0158983/,7.8,130357,4860,1999,video.movie,6,8,69,27,920,3,1983.33333,1882.45307,419,4631
titles03/index.html.2973,tt0166924,Mulholland Drive (2001),mulholland drive,http://www.imdb.com/title/tt0166924/,8,188272,8820,2001,video.movie,42,33,89,844,1709,3,3195.00000,2261.57998,1219,6361
titles03/index.html.3002,tt0175880,Magnolia (1999),magnolia,http://www.imdb.com/title/tt0175880/,8,205640,11280,1999,video.movie,22,35,52,766,1397,1,6361.00000,0.00000,6361,6361
titles02/index.html.5401,tt0190332,Tiger & Dragon (2000),tiger dragon,http://www.imdb.com/title/tt0190332/,7.9,187512,7200,2000,video.movie,88,91,84,68,1626,3,3501.33333,2023.59257,1976,6361
titles03/index.html.3044,tt0190590,O Brother\, Where Art Thou? - Eine Mississippi-Odyssee (2000),o brother where art thou eine mississippi odyssee,http://www.imdb.com/title/tt0190590/,7.8,176256,6360,2000,video.movie,7,31,46,25,838,2,3319.50000,1311.50000,2008,4631
titles01/tt0198781,tt0198781,Die Monster AG (2001),die monster ag,http://www.imdb.com/title/tt0198781/,8.1,374409,5520,2001,video.movie,14,31,154,104,546,3,2492.66667,1571.28490,900,4631
titles01/tt0245712,tt0245712,Amores perros (2000),amores perros,http://www.imdb.com/title/tt0245712/,8.2,130465,9240,2000,video.movie,56,15,24,308,346,2,4183.00000,2178.00000,2005,6361
titles01/tt0246578,tt0246578,Donnie Darko (2001),donnie darko,http://www.imdb.com/title/tt0246578/,8.1,430315,6780,2001,video.movie,11,12,58,1329,2031,2,3790.00000,2571.00000,1219,6361
titles02/index.html.2511,tt0250258,Das Experiment (2001),das experiment,http://www.imdb.com/title/tt0250258/,7.8,63018,7200,2001,video.movie,13,15,19,71,167,2,4183.00000,2178.00000,2005,6361
titles02/index.html.2114,tt0257044,Road to Perdition (2002),road to perdition,http://www.imdb.com/title/tt0257044/,7.8,165165,7020,2002,video.movie,23,55,88,778,981,3,3458.00000,2052.73135,2005,6361
titles02/index.html.5875,tt0258463,Die Bourne Identität (2002),die bourne identit t,http://www.imdb.com/title/tt0258463/,7.9,300040,7140,2002,video.movie,3,4,104,1344,816,3,1797.00000,414.02415,1219,2167
titles02/index.html.4060,tt0264464,Catch Me If You Can (2002),catch me if you can,http://www.imdb.com/title/tt0264464/,8,340964,8460,2002,video.movie,11,20,132,818,623,3,3018.00000,2424.77752,685,6361
titles03/index.html.3339,tt0268126,Adaption. (2002),adaption,http://www.imdb.com/title/tt0268126/,7.8,118129,6840,2002,video.movie,53,51,37,133,694,3,4333.33333,1789.52626,2008,6361
titles01/tt0268978,tt0268978,A Beautiful Mind - Genie und Wahnsinn (2001),a beautiful mind genie und wahnsinn,http://www.imdb.com/title/tt0268978/,8.2,389925,8100,2001,video.movie,28,51,85,1192,1123,2,3523.00000,2838.00000,685,6361
titles02/index.html.5514,tt0276919,Dogville (2003),dogville,http://www.imdb.com/title/tt0276919/,8,87043,10680,2003,video.movie,13,20,34,349,586,1,6361.00000,0.00000,6361,6361
titles02/index.html.6556,tt0287467,Sprich mit ihr (2002),sprich mit ihr,http://www.imdb.com/title/tt0287467/,8,72951,6720,2002,video.movie,44,29,46,249,243,3,4322.66667,1803.39649,1976,6361
titles02/index.html.2880,tt0299977,Hero (2002),hero,http://www.imdb.com/title/tt0299977/,8,128177,5940,2002,video.movie,28,20,48,172,827,3,3057.00000,2417.70635,643,6361
titles02/index.html.1560,tt0301357,Good Bye Lenin! (2003),good bye lenin,http://www.imdb.com/title/tt0301357/,7.8,91044,7260,2003,video.movie,32,14,37,33,220,3,4322.66667,1803.39649,1976,6361
titles02/index.html.6475,tt0304141,Harry Potter und der Gefangene von Askaban (2004),harry potter und der gefangene von askaban,http://www.imdb.com/title/tt0304141/,7.8,278537,8520,2004,video.movie,13,35,128,700,1479,3,1342.66667,428.10149,1009,1947
titles02/index.html.6334,tt0308644,Wenn Träume fliegen lernen (2004),wenn tr ume fliegen lernen,http://www.imdb.com/title/tt0308644/,7.8,150281,6360,2004,video.movie,18,57,67,746,619,3,2706.00000,2589.29991,685,6361
titles03/index.html.3552,tt0315733,21 Gramm (2003),gramm,http://www.imdb.com/title/tt0315733/,7.8,153983,7440,2003,video.movie,28,36,42,49,540,3,3458.00000,2052.73135,2005,6361
titles02/index.html.3362,tt0317705,Die Unglaublichen (2004),die unglaublichen,http://www.imdb.com/title/tt0317705/,8,337843,6900,2004,video.movie,41,38,89,1458,788,3,1671.33333,552.76055,900,2167
titles02/index.html.5616,tt0318462,Die Reise des jungen Che (2004),die reise des jungen che,http://www.imdb.com/title/tt0318462/,7.9,69618,7560,2004,video.movie,29,38,90,506,290,2,3523.00000,2838.00000,685,6361
titles02/index.html.1352,tt0319061,Big Fish - Der Zauber\, der ein Leben zur Legende macht (2003),big fish der zauber der ein leben zur legende macht,http://www.imdb.com/title/tt0319061/,8,295910,7500,2003,video.movie,0,33,73,500,783,3,3105.66667,2333.50342,1009,6361
titles02/index.html.2261,tt0327056,Mystic River (2003),mystic river,http://www.imdb.com/title/tt0327056/,8,274771,8280,2003,video.movie,61,68,45,1037,902,3,3196.00000,2261.05418,1219,6361
titles02/index.html.1702,tt0328107,Mann unter Feuer (2004),mann unter feuer,http://www.imdb.com/title/tt0328107/,7.8,205401,8760,2004,video.movie,1,6,47,530,664,3,3511.00000,2016.33926,2005,6361
titles02/index.html.3838,tt0332280,Wie ein einziger Tag (2004),wie ein einziger tag,http://www.imdb.com/title/tt0332280/,8,285391,7380,2004,video.movie,11,7,52,1440,1065,2,4168.50000,2192.50000,1976,6361
titles02/index.html.4010,tt0335266,Lost in Translation - Zwischen den Welten (2003),lost in translation zwischen den welten,http://www.imdb.com/title/tt0335266/,7.8,255643,6060,2003,video.movie,86,63,79,1310,1805,1,6361.00000,0.00000,6361,6361
titles01/tt0338564,tt0338564,Infernal Affairs - Die achte Hölle (2002),infernal affairs die achte h lle,http://www.imdb.com/title/tt0338564/,8.2,68704,6060,2002,video.movie,23,20,15,358,171,3,1744.00000,371.23308,1219,2008
titles01/tt0347149,tt0347149,Das wandelnde Schloss (2004),das wandelnde schloss,http://www.imdb.com/title/tt0347149/,8.2,136207,7140,2004,video.movie,9,14,35,153,298,3,1306.33333,458.42944,900,1947
titles02/index.html.3104,tt0350258,Ray (2004),ray,http://www.imdb.com/title/tt0350258/,7.8,86302,9120,2004,video.movie,44,40,49,1123,417,3,2503.00000,2729.52304,463,6361
titles02/index.html.4828,tt0361862,Der Maschinist (2004),der maschinist,http://www.imdb.com/title/tt0361862/,7.8,212173,6060,2004,video.movie,10,10,34,649,427,2,4183.00000,2178.00000,2005,6361
titles02/index.html.5874,tt0372183,Die Bourne Verschwörung (2004),die bourne verschw rung,http://www.imdb.com/title/tt0372183/,7.8,252844,6480,2004,video.movie,5,19,108,737,777,3,2060.00000,75.67034,2005,2167
titles03/index.html.3876,tt0375679,L.A. Crash (2004),l a crash,http://www.imdb.com/title/tt0375679/,7.9,307104,6720,2004,video.movie,52,74,125,666,1592,1,6361.00000,0.00000,6361,6361
titles02/index.html.5222,tt0378194,Kill Bill: Vol. 2 (2004),kill bill vol,http://www.imdb.com/title/tt0378194/,8,383562,8220,2004,video.movie,12,39,133,203,901,3,2060.00000,75.67034,2005,2167
titles01/tt0381681,tt0381681,Before Sunset (2004),before sunset,http://www.imdb.com/title/tt0381681/,8.1,113580,4800,2004,video.movie,8,12,34,719,467,2,4168.50000,2192.50000,1976,6361
titles01/tt0395169,tt0395169,Hotel Ruanda (2004),hotel ruanda,http://www.imdb.com/title/tt0395169/,8.2,195628,7260,2004,video.movie,14,34,27,461,582,3,2563.00000,2685.64629,643,6361
titles01/tt0405159,tt0405159,Million Dollar Baby (2004),million dollar baby,http://www.imdb.com/title/tt0405159/,8.1,334315,7920,2004,video.movie,58,34,48,1457,1068,2,3309.00000,3052.00000,257,6361
titles02/index.html.2713,tt0088846,Brazil (1985),brazil,http://www.imdb.com/title/tt0088846/,8,125037,7920,1985,video.movie,10,1,42,613,490,2,3685.00000,2676.00000,1009,6361
titles03/index.html.1827,tt0088847,Der Frühstücksclub (1985),der fr hst cksclub,http://www.imdb.com/title/tt0088847/,7.9,187444,5820,1985,video.movie,0,0,39,1105,642,2,5496.00000,865.00000,4631,6361
titles03/index.html.1840,tt0089218,Die Goonies (1985),die goonies,http://www.imdb.com/title/tt0089218/,7.8,134177,6840,1985,video.movie,2,5,51,628,378,3,2550.00000,1514.22742,1072,4631
titles02/index.html.1020,tt0090756,Blue Velvet (1986),blue velvet,http://www.imdb.com/title/tt0090756/,7.8,100580,7200,1986,video.movie,22,11,64,867,653,3,1744.00000,371.23308,1219,2008
titles03/index.html.1894,tt0091042,Ferris macht blau (1986),ferris macht blau,http://www.imdb.com/title/tt0091042/,7.9,189910,6180,1986,video.movie,0,0,121,484,428,2,5496.00000,865.00000,4631,6361
titles02/index.html.1358,tt0091605,Der Name der Rose (1986),der name der rose,http://www.imdb.com/title/tt0091605/,7.8,66690,7800,1986,video.movie,13,5,21,76,140,3,3195.00000,2261.57998,1219,6361
titles01/tt0091763,tt0091763,Platoon (1986),platoon,http://www.imdb.com/title/tt0091763/,8.2,217699,7200,1986,video.movie,22,10,47,467,476,3,3087.33333,2387.61280,734,6361
titles01/tt0092005,tt0092005,Stand by Me - Das Geheimnis eines Sommers (1986),stand by me das geheimnis eines sommers,http://www.imdb.com/title/tt0092005/,8.2,198139,5340,1986,video.movie,3,10,60,903,536,2,4154.00000,2207.00000,1947,6361
titles01/tt0092067,tt0092067,Das Schloss im Himmel (1986),das schloss im himmel,http://www.imdb.com/title/tt0092067/,8.1,61387,7440,1986,video.movie,1,0,20,132,152,3,1671.33333,552.76055,900,2167
titles02/index.html.3247,tt0092965,Das Reich der Sonne (1987),das reich der sonne,http://www.imdb.com/title/tt0092965/,7.8,70281,9120,1987,video.movie,12,7,27,284,277,3,2579.33333,2674.30020,643,6361
titles02/index.html.2629,tt0093773,Predator (1987),predator,http://www.imdb.com/title/tt0093773/,7.9,223333,6420,1987,video.movie,3,4,63,886,572,2,2057.00000,110.00000,1947,2167
titles01/tt0093779,tt0093779,Die Braut des Prinzen (1987),die braut des prinzen,http://www.imdb.com/title/tt0093779/,8.2,222749,5880,1987,video.movie,5,8,71,958,662,3,2550.00000,1514.22742,1072,4631
titles03/index.html.2003,tt0094226,Die Unbestechlichen (1987),die unbestechlichen,http://www.imdb.com/title/tt0094226/,8,178711,7140,1987,video.movie,13,11,43,376,392,3,3004.00000,2438.29079,643,6361
titles03/index.html.2010,tt0094625,Akira (1988),akira,http://www.imdb.com/title/tt0094625/,8.1,74761,7440,1988,video.movie,1,0,36,121,392,1,900.00000,0.00000,900,900
titles02/index.html.2425,tt0095953,Rain Man (1988),rain man,http://www.imdb.com/title/tt0095953/,8,308453,7980,1988,video.movie,21,19,50,730,287,1,6361.00000,0.00000,6361,6361
titles02/index.html.3212,tt0096874,Zurück in die Zukunft II (1989),zur ck in die zukunft ii,http://www.imdb.com/title/tt0096874/,7.8,220135,6480,1989,video.movie,8,5,55,221,275,2,3289.00000,1342.00000,1947,4631
titles02/index.html.4430,tt0097165,Der Club der toten Dichter (1989),der club der toten dichter,http://www.imdb.com/title/tt0097165/,8,204703,7680,1989,video.movie,14,17,32,276,425,1,6361.00000,0.00000,6361,6361
titles02/index.html.1896,tt0097441,Glory (1989),glory,http://www.imdb.com/title/tt0097441/,8,87681,7320,1989,video.movie,13,12,58,231,332,3,2579.33333,2674.30020,643,6361
titles02/index.html.1952,tt0099348,Der mit dem Wolf tanzt (1990),der mit dem wolf tanzt,http://www.imdb.com/title/tt0099348/,8,143286,10860,1990,video.movie,34,28,68,817,351,3,3428.00000,2073.97798,1947,6361
titles02/index.html.565,tt0099487,Edward mit den Scherenhänden (1990),edward mit den scherenh nden,http://www.imdb.com/title/tt0099487/,8,273708,6300,1990,video.movie,7,10,71,1184,543,3,3115.33333,2328.73876,1009,6361
titles02/index.html.2205,tt0100150,Miller's Crossing (1990),miller s crossing,http://www.imdb.com/title/tt0100150/,7.9,85503,6900,1990,video.movie,5,2,15,111,279,3,3458.00000,2052.73135,2005,6361
titles02/index.html.2396,tt0100157,Misery (1990),misery,http://www.imdb.com/title/tt0100157/,7.8,103810,6420,1990,video.movie,3,6,27,399,285,1,2005.00000,0.00000,2005,2005
titles02/index.html.5507,tt0101410,Barton Fink (1991),barton fink,http://www.imdb.com/title/tt0101410/,7.8,69356,6960,1991,video.movie,14,8,21,259,206,2,3790.00000,2571.00000,1219,6361
titles01/tt0101414,tt0101414,Die Schöne und das Biest (1991),die sch ne und das biest,http://www.imdb.com/title/tt0101414/,8.1,208331,5040,1991,video.movie,21,19,81,3057,310,3,993.66667,71.05084,900,1072
titles02/index.html.2035,tt0101507,Boyz n the Hood - Jungs im Viertel (1991),boyz n the hood jungs im viertel,http://www.imdb.com/title/tt0101507/,7.8,71979,6720,1991,video.movie,10,9,35,302,167,2,4184.50000,2176.50000,2008,6361
titles02/index.html.286,tt0103639,Aladdin (1992),aladdin,http://www.imdb.com/title/tt0103639/,8,176939,5400,1992,video.movie,24,15,34,337,212,3,2492.66667,1571.28490,900,4631
titles02/index.html.2427,tt0105323,Der Duft der Frauen (1992),der duft der frauen,http://www.imdb.com/title/tt0105323/,7.9,151964,9420,1992,video.movie,6,9,44,160,287,1,6361.00000,0.00000,6361,6361
titles02/index.html.2038,tt0106489,In den Straßen der Bronx (1993),in den stra en der bronx,http://www.imdb.com/title/tt0106489/,7.8,78459,7260,1993,video.movie,1,2,31,86,176,2,4184.50000,2176.50000,2008,6361
titles02/index.html.2203,tt0106519,Carlito's Way (1993),carlito s way,http://www.imdb.com/title/tt0106519/,7.9,132330,8640,1993,video.movie,1,2,55,114,263,2,4184.50000,2176.50000,2008,6361
titles03/index.html.2323,tt0106977,Auf der Flucht (1993),auf der flucht,http://www.imdb.com/title/tt0106977/,7.8,177341,7800,1993,video.movie,12,23,56,418,252,3,2040.66667,92.73738,1947,2167
titles01/tt0107048,tt0107048,...und täglich grüßt das Murmeltier (1993),und t glich gr t das murmeltier,http://www.imdb.com/title/tt0107048/,8.1,309177,6060,1993,video.movie,6,7,55,1237,542,3,4000.33333,2229.98974,1009,6361
titles01/tt0107207,tt0107207,Im Namen des Vaters (1993),im namen des vaters,http://www.imdb.com/title/tt0107207/,8.2,74591,7980,1993,video.movie,9,15,25,318,139,3,3017.00000,2425.19443,685,6361
titles02/index.html.3215,tt0107290,Jurassic Park (1993),jurassic park,http://www.imdb.com/title/tt0107290/,8,374251,7620,1993,video.movie,21,16,108,4712,767,1,1947.00000,0.00000,1947,1947
titles02/index.html.3616,tt0107688,Nightmare Before Christmas (1993),nightmare before christmas,http://www.imdb.com/title/tt0107688/,8.1,174723,4560,1993,video.movie,5,6,61,1002,400,3,993.66667,71.05084,900,1072
titles02/index.html.1450,tt0108358,Tombstone (1993),tombstone,http://www.imdb.com/title/tt0108358/,7.9,75804,7800,1993,video.movie,0,0,50,294,423,3,3057.00000,2417.70635,643,6361
titles02/index.html.1422,tt0108399,True Romance (1993),true romance,http://www.imdb.com/title/tt0108399/,8,130834,7200,1993,video.movie,1,6,39,921,424,2,2006.50000,1.50000,2005,2008
titles02/index.html.3835,tt0108550,Gilbert Grape - Irgendwo in Iowa (1993),gilbert grape irgendwo in iowa,http://www.imdb.com/title/tt0108550/,7.8,133918,7080,1993,video.movie,7,1,22,160,266,1,6361.00000,0.00000,6361,6361
titles02/index.html.2678,tt0109445,Clerks - Die Ladenhüter (1994),clerks die ladenh ter,http://www.imdb.com/title/tt0109445/,7.9,153057,5520,1994,video.movie,4,6,26,1066,604,1,4631.00000,0.00000,4631,4631
titles01/tt0072684,tt0072684,Barry Lyndon (1975),barry lyndon,http://www.imdb.com/title/tt0072684/,8.1,74677,11040,1975,video.movie,15,11,34,253,341,1,6361.00000,0.00000,6361,6361
titles01/tt0072890,tt0072890,Hundstage (1975),hundstage,http://www.imdb.com/title/tt0072890/,8.1,137696,7500,1975,video.movie,13,17,35,438,228,2,4184.50000,2176.50000,2008,6361
titles01/tt0073195,tt0073195,Der weiße Hai (1975),der wei e hai,http://www.imdb.com/title/tt0073195/,8.1,290528,7440,1975,video.movie,9,14,95,1497,880,3,1552.00000,600.09388,704,2005
titles01/tt0074958,tt0074958,Network (1976),network,http://www.imdb.com/title/tt0074958/,8.2,75434,7260,1976,video.movie,22,19,49,366,295,1,6361.00000,0.00000,6361,6361
titles01/tt0075148,tt0075148,Rocky (1976),rocky,http://www.imdb.com/title/tt0075148/,8.1,243942,7140,1976,video.movie,17,20,105,1161,479,2,3309.00000,3052.00000,257,6361
titles01/tt0075686,tt0075686,Der Stadtneurotiker (1977),der stadtneurotiker,http://www.imdb.com/title/tt0075686/,8.2,138617,5580,1977,video.movie,26,7,41,37,408,2,3303.50000,1327.50000,1976,4631
titles01/tt0077416,tt0077416,Die durch die Hölle gehen (1978),die durch die h lle gehen,http://www.imdb.com/title/tt0077416/,8.2,174642,10920,1978,video.movie,21,17,39,488,949,2,3547.50000,2813.50000,734,6361
titles03/index.html.1527,tt0077651,Halloween - Die Nacht des Grauens (1978),halloween die nacht des grauens,http://www.imdb.com/title/tt0077651/,7.9,122719,5460,1978,video.movie,3,3,61,1667,1131,1,704.00000,0.00000,704,704
titles02/index.html.2429,tt0079417,Kramer gegen Kramer (1979),kramer gegen kramer,http://www.imdb.com/title/tt0079417/,7.8,74105,6300,1979,video.movie,38,17,33,311,157,1,6361.00000,0.00000,6361,6361
titles01/tt0079470,tt0079470,Das Leben des Brian (1979),das leben des brian,http://www.imdb.com/title/tt0079470/,8.2,198548,5640,1979,video.movie,0,0,46,275,298,1,4631.00000,0.00000,4631,4631
titles02/index.html.123,tt0079522,Manhattan (1979),manhattan,http://www.imdb.com/title/tt0079522/,8,83078,5760,1979,video.movie,19,14,43,35,216,3,4322.66667,1803.39649,1976,6361
titles03/index.html.1588,tt0080455,Blues Brothers (1980),blues brothers,http://www.imdb.com/title/tt0080455/,8,111252,7980,1980,video.movie,1,0,59,497,300,3,2405.66667,1727.80349,419,4631
titles02/index.html.2717,tt0083866,E.T. - Der Außerirdische (1982),e t der au erirdische,http://www.imdb.com/title/tt0083866/,7.9,218383,6900,1982,video.movie,47,28,114,1194,468,3,1342.66667,428.10149,1009,1947
titles01/tt0083987,tt0083987,Gandhi (1982),gandhi,http://www.imdb.com/title/tt0083987/,8.1,121887,11460,1982,video.movie,30,16,108,304,222,3,2563.00000,2685.64629,643,6361
titles03/index.html.1700,tt0084726,Star Trek II: Der Zorn des Khan (1982),star trek ii der zorn des khan,http://www.imdb.com/title/tt0084726/,7.8,75665,6780,1982,video.movie,2,8,132,311,326,3,3491.66667,2030.91200,1947,6361
titles01/tt0084787,tt0084787,Das Ding aus einer anderen Welt (1982),das ding aus einer anderen welt,http://www.imdb.com/title/tt0084787/,8.2,188733,6540,1982,video.movie,0,0,40,1702,849,2,961.50000,257.50000,704,1219
titles01/tt0085334,tt0085334,Fröhliche Weihnachten (1983),fr hliche weihnachten,http://www.imdb.com/title/tt0085334/,8.1,85811,5640,1983,video.movie,3,11,27,621,431,2,2851.50000,1779.50000,1072,4631
titles02/index.html.6476,tt0087332,Ghostbusters - Die Geisterjäger (1984),ghostbusters die geisterj ger,http://www.imdb.com/title/tt0087332/,7.8,194573,6300,1984,video.movie,4,6,76,2233,399,2,2820.00000,1811.00000,1009,4631
titles01/tt0087544,tt0087544,Nausicaä - Prinzessin aus dem Tal der Winde (1984),nausica prinzessin aus dem tal der winde,http://www.imdb.com/title/tt0087544/,8.2,60197,7020,1984,video.movie,3,0,11,41,161,3,1671.33333,552.76055,900,2167
titles01/tt0088247,tt0088247,Terminator (1984),terminator,http://www.imdb.com/title/tt0088247/,8.1,413108,6420,1984,video.movie,5,6,67,3869,602,1,2167.00000,0.00000,2167,2167
titles03/index.html.1816,tt0088258,This Is Spinal Tap (1984),this is spinal tap,http://www.imdb.com/title/tt0088258/,8,87979,4920,1984,video.movie,3,2,86,424,311,2,2547.00000,2084.00000,463,4631
titles03/index.html.1074,tt0059742,Meine Lieder\, meine Träume (1965),meine lieder meine tr ume,http://www.imdb.com/title/tt0059742/,8,110848,10440,1965,video.movie,12,12,90,1072,377,3,2706.00000,2589.29991,685,6361
titles03/index.html.1120,tt0061418,Bonnie und Clyde (1967),bonnie und clyde,http://www.imdb.com/title/tt0061418/,7.9,66777,6660,1967,video.movie,20,22,61,877,293,3,3018.00000,2424.77752,685,6361
titles01/tt0061512,tt0061512,Der Unbeugsame (1967),der unbeugsame,http://www.imdb.com/title/tt0061512/,8.2,90643,7560,1967,video.movie,5,6,42,229,249,2,4184.50000,2176.50000,2008,6361
titles01/tt0061722,tt0061722,Die Reifeprüfung (1967),die reifepr fung,http://www.imdb.com/title/tt0061722/,8.1,161502,6360,1967,video.movie,20,13,94,329,573,3,4322.66667,1803.39649,1976,6361
titles03/index.html.1175,tt0063350,Die Nacht der lebenden Toten (1968),die nacht der lebenden toten,http://www.imdb.com/title/tt0063350/,8,70240,5760,1968,video.movie,1,0,94,1679,563,1,704.00000,0.00000,704,704
titles02/index.html.2088,tt0063442,Planet der Affen (1968),planet der affen,http://www.imdb.com/title/tt0063442/,8,110247,6720,1968,video.movie,5,0,138,151,363,2,1583.00000,364.00000,1219,1947
titles03/index.html.1182,tt0063522,Rosemaries Baby (1968),rosemaries baby,http://www.imdb.com/title/tt0063522/,8,111543,8160,1968,video.movie,11,9,68,871,398,3,2761.33333,2554.01727,704,6361
titles01/tt0064115,tt0064115,Butch Cassidy und Sundance Kid (1969),butch cassidy und sundance kid,http://www.imdb.com/title/tt0064115/,8.2,111087,6600,1969,video.movie,18,12,51,508,281,3,1546.66667,609.79906,685,2008
titles02/index.html.2458,tt0064665,Asphalt-Cowboy (1969),asphalt cowboy,http://www.imdb.com/title/tt0064665/,8,61871,6780,1969,video.movie,26,12,42,392,305,1,6361.00000,0.00000,6361,6361
titles02/index.html.5169,tt0066206,Patton - Rebell in Uniform (1970),patton rebell in uniform,http://www.imdb.com/title/tt0066206/,8.1,63496,10320,1970,video.movie,18,7,63,106,224,3,2563.00000,2685.64629,643,6361
titles02/index.html.3444,tt0066999,Dirty Harry (1971),dirty harry,http://www.imdb.com/title/tt0066999/,7.8,94697,6120,1971,video.movie,1,1,114,524,269,3,2060.00000,75.67034,2005,2167
titles03/index.html.1287,tt0067116,French Connection - Brennpunkt Brooklyn (1971),french connection brennpunkt brooklyn,http://www.imdb.com/title/tt0067116/,7.8,62603,6240,1971,video.movie,18,8,42,580,257,3,2060.00000,75.67034,2005,2167
titles02/index.html.284,tt0067992,Charlie und die Schokoladenfabrik (1971),charlie und die schokoladenfabrik,http://www.imdb.com/title/tt0067992/,7.8,93291,6000,1971,video.movie,0,1,64,14,330,2,714.00000,295.00000,419,1009
titles03/index.html.1325,tt0068473,Beim Sterben ist jeder der Erste (1972),beim sterben ist jeder der erste,http://www.imdb.com/title/tt0068473/,7.8,64436,6600,1972,video.movie,2,10,47,191,316,3,3437.66667,2067.24444,1947,6361
titles02/index.html.4850,tt0070047,Der Exorzist (1973),der exorzist,http://www.imdb.com/title/tt0070047/,8,229899,7320,1973,video.movie,13,14,106,1116,987,1,704.00000,0.00000,704,704
titles02/index.html.4061,tt0070511,Papillon (1973),papillon,http://www.imdb.com/title/tt0070511/,8.1,67782,9060,1973,video.movie,2,1,30,40,148,3,3018.00000,2424.77752,685,6361
titles03/index.html.1388,tt0071230,Der wilde wilde Westen (1974),der wilde wilde westen,http://www.imdb.com/title/tt0071230/,7.8,74528,5580,1974,video.movie,2,2,41,516,338,2,2507.50000,2123.50000,384,4631
titles03/index.html.1392,tt0071360,Der Dialog (1974),der dialog,http://www.imdb.com/title/tt0071360/,8,60195,6780,1974,video.movie,14,11,22,259,283,3,3195.00000,2261.57998,1219,6361
titles03/index.html.1414,tt0072431,Frankenstein Junior (1974),frankenstein junior,http://www.imdb.com/title/tt0072431/,8.1,92629,6360,1974,video.movie,10,4,41,383,296,1,4631.00000,0.00000,4631,4631
titles01/tt0052618,tt0052618,Ben Hur (1959),ben hur,http://www.imdb.com/title/tt0052618/,8.2,115402,12720,1959,video.movie,20,5,79,193,340,2,4154.00000,2207.00000,1947,6361
titles02/index.html.1444,tt0054331,Spartacus (1960),spartacus,http://www.imdb.com/title/tt0054331/,8,81588,11820,1960,video.movie,6,9,55,415,256,3,1599.66667,652.97337,685,2167
titles02/index.html.122,tt0054698,Frühstück bei Tiffany (1961),fr hst ck bei tiffany,http://www.imdb.com/title/tt0054698/,7.8,90979,6900,1961,video.movie,13,8,97,410,315,3,4322.66667,1803.39649,1976,6361
titles02/index.html.600,tt0056869,Die Vögel (1963),die v gel,http://www.imdb.com/title/tt0056869/,7.8,99771,7140,1963,video.movie,3,4,43,749,415,2,1354.50000,650.50000,704,2005
titles02/index.html.2885,tt0058150,James Bond 007 - Goldfinger (1964),james bond goldfinger,http://www.imdb.com/title/tt0058150/,7.8,110130,6600,1964,video.movie,4,4,137,531,375,3,2040.66667,92.73738,1947,2167
titles03/index.html.1026,tt0058331,Mary Poppins (1964),mary poppins,http://www.imdb.com/title/tt0058331/,7.8,76881,8340,1964,video.movie,15,12,67,1684,223,3,2237.33333,1692.77333,1009,4631
titles01/tt0058461,tt0058461,Für eine Handvoll Dollar (1964),f r eine handvoll dollar,http://www.imdb.com/title/tt0058461/,8.1,92532,5940,1964,video.movie,1,1,71,206,215,1,384.00000,0.00000,384,384
titles01/tt0040746,tt0040746,Cocktail für eine Leiche (1948),cocktail f r eine leiche,http://www.imdb.com/title/tt0040746/,8.1,72370,4800,1948,video.movie,0,0,42,199,283,3,3458.00000,2052.73135,2005,6361
titles01/tt0044079,tt0044079,Der Fremde im Zug (1951),der fremde im zug,http://www.imdb.com/title/tt0044079/,8.1,69387,5520,1951,video.movie,1,1,42,326,245,2,2006.50000,1.50000,2005,2008
titles02/index.html.2003,tt0044081,Endstation Sehnsucht (1951),endstation sehnsucht,http://www.imdb.com/title/tt0044081/,8.1,64151,7320,1951,video.movie,13,14,41,556,215,1,6361.00000,0.00000,6361,6361
titles01/tt0044706,tt0044706,Zwölf Uhr mittags (1952),zw lf uhr mittags,http://www.imdb.com/title/tt0044706/,8.2,60817,5100,1952,video.movie,12,10,48,361,309,2,3372.50000,2988.50000,384,6361
titles01/tt0046250,tt0046250,Ein Herz und eine Krone (1953),ein herz und eine krone,http://www.imdb.com/title/tt0046250/,8.1,69739,7080,1953,video.movie,7,14,50,136,193,3,4322.66667,1803.39649,1976,6361
